,author,statement,date,source,target
418,Loreben Tuquero,"Former President Donald Trump posted on Truth Social and addressed claims of his “incontinence,” saying, “I don’t poop myself.”","21, October 2024",Threads posts,false
419,Madeline Heim,Says opponent Eric Hovde “just proposed cutting Social Security by 28%.”,"21, October 2024",Tammy Baldwin,barely-true
420,Maria Briceño,Estas son imágenes del huracán Milton en Florida.,"21, October 2024",Facebook posts,false
421,Maria Ramirez,"As part of his “charitable donations,” in 1990 Donald Trump “chartered a private plane to get Nelson Mandela to America when the U.S. government wouldn't help.""","October • 19,",Instagram posts,false
422,Sofia Ahmed,"There was an Oct. 17, 2024, hospital update about the health of Kate Middleton, Princess of Wales.","18, October 2024",Facebook posts,false
423,Grace Abels,Kamala Harris “supports taxpayer-funded sex changes for prisoners and illegal aliens.”,"18, October 2024",Donald Trump,mostly-true
424,Caleb McCullough,"“About 400,000 manufacturing jobs in the state of Michigan will go away with EV mandates.”","18, October 2024",Mike Rogers,false
425,Loreben Tuquero,The northern lights are proof of the sky “glowing with chemicals” sprayed in the sky.,"18, October 2024",Threads posts,false
426,Kwasi Gyamfi,"“Trump's convictions have all been overturned and he is getting his $500,000,000.00 back!”","October • 18,",Threads posts,false
427,Ciara O'Rourke,Photo shows Vice President Kamala Harris and Sean “Diddy” Combs.,"18, October 2024",Viral image,false
428,Ciara O'Rourke,"“Elon Musk takes over Taylor Swift’s X account, causing her to lose 7 million followers and $100 million in brand deals.”","18, October 2024",Facebook posts,false
429,Mia Osmonbekov,Arizona U.S. Senate candidate Kari Lake “was against” the child tax credit expansion “when the bill was on the floor.”,"18, October 2024",Ruben Gallego,barely-true
430,Sofia Ahmed,"Vice President Kamala Harris commented on President Joe Biden’s “mental fitness,” saying, “he’s not stable” and “we should all be concerned.”","18, October 2024",Instagram posts,pants-fire
431,Loreben Tuquero,"Detroit’s Oct.15, 2024, absentee ballot return rate proves election fraud.","17, October 2024",X posts,false
432,Sofia Ahmed,"Fox News reported Donald Trump donated $1,300 for hurricane relief.","17, October 2024",Instagram posts,false
433,Ciara O'Rourke,"“Kamala Harris staged hurricane relief photo op with C-17, no supplies sent to victims.”","17, October 2024",Instagram posts,false
434,Sara Swann,Screenshots of documents show a former student of Democratic vice presidential candidate Tim Walz has lodged sexual abuse allegations against him.,"17, October 2024",X posts,pants-fire
435,Caleb McCullough,Elissa Slotkin “signed a secret agreement with a CCP-linked Chinese battery company.”,"17, October 2024",Michigan Republican Party,false
436,Amy Sherman,Says former President Donald Trump did not lose the 2020 election.,"17, October 2024",JD Vance,pants-fire
437,Louis Jacobson,"Vice President Kamala Harris' plan “will raise taxes for the typical American family by an estimated $3,000.""","17, October 2024",Donald Trump,false
438,Ciara O'Rourke,Says Donald Trump posted on Truth Social it “should be illegal” and is “election interference” for Barack Obama to criticize him.,"17, October 2024",Viral image,false
439,Sofia Ahmed,CBS exposed “the fact” that Kamala Harris’ crowd sizes are inflated because her campaign bused hundreds of attendees to her New Hampshire rally.,"16, October 2024",Dan Bongino,barely-true
440,Ciara O'Rourke,"The Sept. 10 presidential debate was edited to cut comments from Vice President Kamala Harris about “$6,400 relief checks.”","16, October 2024",Viral image,false
441,Sofia Ahmed,Journalist Bob Woodward posted on X that Donald Trump wears adult diapers.,"16, October 2024",Threads posts,pants-fire
442,Mia Penner,“FEMA helicopters caught disrupting North Carolina supplies by using a ‘rotor wash’.”,"16, October 2024",Social Media,false
443,Maria Briceño,La administración de Joe Biden tomó dinero de ayudas de FEMA para usarlo en inmigrantes.,"16, October 2024",Instagram posts,pants-fire
444,Loreben Tuquero,Video shows former Vice President Mike Pence endorsing Vice President Kamala Harris and Minnesota Gov. Tim Walz.,"15, October 2024",Social Media,false
445,Ciara O'Rourke,Says former President Donald Trump posted on Truth Social that former President Barack Obama “was ashamed at how much better of a golfer that I am.”,"15, October 2024",Viral image,pants-fire
446,Ciara O'Rourke,"Says former President Donald Trump posted on Truth Social, “I hope that America obliterates Israel.”","15, October 2024",Instagram posts,false
447,Marta Campabadal,La vicepresidenta Kamala Harris “usó el teleprompter para contestar las preguntas” de Univision.,"October • 15,",Facebook posts,false
448,Jill Terreri,"""The ERA could also mandate that schools allow biological males to compete in girls' sports.""","October • 15,",Coalition to Protect Kids NY,mostly-true
449,Sofia Ahmed,Video shows footage of Hurricane Milton in Florida.,"15, October 2024",Instagram posts,false
450,Louis Jacobson,“Wages adjusted for inflation were massively up under Donald Trump for Black men. … The (Black-white) wage gap in 2019 was actually shrinking under Donald Trump's administration.”,"15, October 2024",Byron Donalds,barely-true
451,Mia Penner,Video clips show Hurricane Milton hitting Florida “with wind speed 185 mph as Category 5”,"15, October 2024",TikTok posts,false
452,Sara Swann,Photos show that Disney World was “destroyed by Hurricane Milton.”,"14, October 2024",Facebook posts,false
453,Jeff Cercone,"""Kid Rock heads to North Carolina with Millions in supplies. Taylor Swift Nowhere to be Found.”","13, October 2024",Threads posts,false
454,Amy Sherman,“It has just come out that Democrats in Washington and the Democrat Governor’s Office of North Carolina (Roy Cooper) were blocking people and money from coming into North Carolina.”,"12, October 2024",Donald Trump,pants-fire
455,Sara Swann,“Hurricane Nadine” was on a path to hit Florida on Oct. 10.,"12, October 2024",Instagram posts,false
456,Sara Swann,Vice President Kamala Harris’ “60 Minutes” interview may be “a major Campaign Finance Violation.”,"12, October 2024",Donald Trump,false
457,Caleb McCullough,“Dave McCormick is fully against abortion.”,"12, October 2024",WinSenate,barely-true
458,Paul Specht,Republican state Senate candidate Ashlee Adams “campaigned for Mark Robinson and his radical agenda.”,"12, October 2024",Terence Everitt,false
459,Jeff Cercone,“Univision accidentally shows that Kamala Harris is reading from a teleprompter live on air.”,"11, October 2024",Instagram posts,false
460,Seth A.,U.S. Sen. Sherrod Brown “supported allowing puberty blockers and sex-change surgeries for minor children.”,"October • 11,",Senate Leadership Fund,barely-true
461,Grace Abels,2023 FEMA webinar shows the agency is prioritizing its relief efforts around LGBTQ+ people,"11, October 2024",X posts,false
462,Amy Sherman,North Carolina’s new voting rules in response to Hurricane Helene amount to “cheating” or “stealing.”,"11, October 2024",X posts,pants-fire
463,Sofia Ahmed,"The government gave $3,500 debit cards to immigrants while giving only $750 to Hurricane Helene victims.","11, October 2024",Facebook posts,false
464,Louis Jacobson,"“Arizona was safe” when she moved to the state in 1994, but has become “unsafe.”","11, October 2024",Kari Lake,false
465,Ciara O'Rourke,An image shows a child affected by recent hurricanes in the United States.,"11, October 2024",Viral image,false
466,Maria Ramirez,“We have cut the flow of fentanyl by half.”,"October • 11,",Kamala Harris,false
467,Ciara O'Rourke,“Hurricane Nadine was a catastrophic Category 5 hurricane that struck Central America and the Bahamas in October 2024.”,"11, October 2024",Instagram posts,false
468,Ciara O'Rourke,Minnesota Gov. Tim Walz gave a college football crowd “the bird.”,"11, October 2024",Viral image,false
469,Ciara O'Rourke,Says Minnesota Gov. Tim Walz was “banned from future games for flipping off the fans.”,"11, October 2024",Threads posts,pants-fire
470,Ciara O'Rourke,Image shows the projected trajectory for a Hurricane Nadine is “the same path as Helene.”,"11, October 2024",Viral image,false
471,Ciara O'Rourke,Video shows “people attempting to flee Florida & Hurricane Milton.”,"11, October 2024",Threads posts,false
472,Amy Sherman,“Two weeks ago 100 GOP lawmakers voted against additional FEMA funding.”,"11, October 2024",Robert Reich,half-true
473,D.L. Davis,"Says Democratic opponent Tammy Baldwin ""gave stimulus checks to illegals.""","11, October 2024",Eric Hovde,false
474,Madison Czopek,Patents dating back to the 1800s show that people can control the weather.,"10, October 2024",Marjorie Taylor Greene,pants-fire
475,Seth A.,U.S. Sen. Sherrod Brown voted to “allow transgender biological men to compete in girls’ sports.”,"October • 10,",Senate Leadership Fund,false
476,Marta Campabadal,"""Los 750 dólares que nuestra generosa administración ha ofrecido a las víctimas del huracán Helene son un PRÉSTAMO! Tienen un año para devolverlo"".","October • 10,",X posts,pants-fire
477,Louis Jacobson,"""Teachers and nurses and firefighters are paying a higher tax rate than billionaires and the biggest corporations.""","10, October 2024",Kamala Harris,barely-true
478,Ciara O'Rourke,“Taylor Swift blames Instagram for losing millions of followers after Harris endorsement: ‘It must be a glitch!”,"10, October 2024",Facebook posts,false
479,Ciara O'Rourke,“FEMA is supposed to help out white people last for the purpose of ‘equity.’ … It’s literally on the FEMA website.”,"10, October 2024",Threads posts,pants-fire
480,Jeff Cercone,“They create hurricanes via cloud seeding” and “direct them where they want the Hurricane to go!”,"10, October 2024",Facebook posts,pants-fire
481,Ricardo Torres,"Says Wisconsin GOP U.S. Senate candidate Eric Hovde ""brags about being in the 1%.""","10, October 2024",Democratic Senatorial Campaign Committee,mostly-true
482,Sofia Ahmed,The U.S. government is offering Americans loans to pay for flights out of Lebanon while they have been flying Israeli citizens out of Israel on chartered flights for a year “on our dime.”,"9, October 2024",Threads posts,false
483,Ciara O'Rourke,A Republican representative posted a response to the vice presidential debate before it happened.,"9, October 2024",Viral image,false
484,Sara Swann,Hurricane Milton is part of Tampa’s plan to become a “15-minute city.”,"9, October 2024",Instagram posts,false
485,Gideon Hess,“FEMA is closing roads and bridges and causing gridlock traffic during evacuations from Hurricane Milton.”,"9, October 2024",TikTok posts,false
486,Ciara O'Rourke,Taylor Swift “admits to having done immoral things with Diddy in the past to gain fame.”,"9, October 2024",Facebook posts,pants-fire
487,Ciara O'Rourke,“Taylor Swift’s manager confirms: ‘Ticket sales are dead after Harris endorsement backlash.”,"9, October 2024",Facebook posts,false
488,Jeff Cercone,"Hurricane Milton article is evidence they ""control and plan these storms.""","8, October 2024",Instagram posts,false
489,Maria Briceño,Alexa’s answers to questions about Hurricane Helene prove the storm was “artificially created” or the result of “cloud seeding”,"8, October 2024",Facebook posts,false
490,Loreben Tuquero,Video shows “geoengineering happening” as Hurricane Milton approaches Florida.,"8, October 2024",Instagram posts,pants-fire
491,Amy Sherman,"Of Gaza, “I’ve been there.”","8, October 2024",Donald Trump,false
492,Louis Jacobson,"""We now have historic low unemployment in America among all groups of people.""","8, October 2024",Kamala Harris,half-true
493,Maria Ramirez,The Biden administration stole $1 billion “from FEMA to use it for illegal migrants. … And FEMA is now busted. They don’t have any money.”,"October • 8,",Donald Trump,pants-fire
494,Grace Abels,“Taylor Swift’s concert tickets” fell to $75 after she endorsed Kamala Harris,"8, October 2024",Facebook posts,false
495,Marta Campabadal,"La vicepresidenta Kamala Harris ofrece ""solo $750 para los norteamericanos qué perdieron todo con el Huracan"" Helene.","October • 8,",Instagram posts,false
496,Madison Czopek,"FEMA, FAA are “blocking” delivery of Starlink devices and supplies to North Carolina’s hurricane-hit areas.","8, October 2024",Social Media,false
497,Sara Swann,Hurricane Helene was planned to seize land in North Carolina for lithium mining.,"8, October 2024",Social Media,pants-fire
498,Hope Karnopp,"""FEMA is out of money and doesn't have money to transfer to those people affected by the hurricane ... they used the money to assist illegal immigrants.""","8, October 2024",Eric Hovde,false
499,Loreben Tuquero,"“Out of the 28 North Carolina counties destroyed by Hurricane Helene, 26 of them supported President Trump in the 2020 election … If you’re wondering why the government hasn’t helped these people, now you know why.”","7, October 2024",Instagram posts,false
500,Sofia Ahmed,"Video shows Oct. 6, 2024, fires in Beirut caused by Israeli airstrikes.","7, October 2024",Instagram posts,false
501,Marta Campabadal,"“Kamala Harris permitió la entrada a Estados Unidos de 13.000 extranjeros ilegales condenados por asesinato"".","October • 7,",X posts,false
502,Jeff Cercone,FEMA “blocked a runway” at a South Carolina airport and “halted” hurricane relief flights.,"7, October 2024",Instagram posts,false
503,Ciara O'Rourke,Dockworkers went on strike because “they hear screaming children inside shipping containers!”,"7, October 2024",Viral image,false
504,Grace Abels,"“Breaking: Kansas City Chiefs refuse to host a Pride Night, ‘It’s woke agenda’”","7, October 2024",Facebook posts,false
505,Louis Jacobson,"When New Hampshire gubernatorial nominee Kelly Ayotte served on two companies’ boards, one “laid off 18,000 workers” and the other “laid off 1,200 American workers, moving jobs overseas.”","7, October 2024",New Hampshire Democratic Party,half-true
506,Louis Jacobson,"In Manchester, N.H., gubernatorial candidate Joyce Craig “pushed for a city sales tax. Then, Joyce Craig overrode the tax cap and tried to raise taxes six times.”","7, October 2024",Kelly Ayotte,half-true
507,Sofia Ahmed,Video shows a missile strike on Israel.,"7, October 2024",Instagram posts,false
508,Madison Czopek,The Federal Emergency Management Agency “is confiscating supplies and donations!”,"6, October 2024",Facebook posts,false
509,Madison Czopek,"“The $750 from FEMA that Kamala Harris is offering them is actually a loan, not real relief. And that if they don’t pay it back the feds can seize their property.”","6, October 2024",X posts,pants-fire
510,Andy Nguyen,"""Missouri registered 78,421 in just one week of February of this year. Out of that number, 23,253 were dead people!""","4, October 2024",Instagram posts,false
511,Jeff Cercone,"With U.S. Customs and Border Protection’s CBP One app, it “takes less than 5 minutes and zero documentation to get approved as an illegal immigrant and be flown to the United States with air tickets paid for by the American taxpayer.”","4, October 2024",Elon Musk,false
512,Loreben Tuquero,"Vice President Kamala Harris' comments in Augusta, Georgia, show the Biden administration is offering Hurricane Helene victims only $750 in relief.","4, October 2024",Instagram posts,false
513,Madison Czopek,"North Carolina removed 747,000 voters from the voter rolls to try to “steal the election.”","4, October 2024",Instagram posts,false
514,Maria Briceño,U.S. Transportation Secretary Pete Buttigieg banned private drones from flying over areas affected by Hurricane Helene.,"4, October 2024",X posts,barely-true
515,Marta Campabadal,"Imágenes en este video de un tobogán inflable volando son de la ""tormenta tropical helena en Florida EEUU"".","October • 4,",Facebook posts,false
516,Grace Abels,"""Elon Musk Declares: ‘Pride flags should be banned from classrooms, forever!’""","4, October 2024",Facebook posts,false
517,Maria Briceño,"Imágenes en este video son del ""Huracan helen en la Florida"".","4, October 2024",Instagram posts,false
518,Madison Czopek,Project 2025 would “cut” the Federal Emergency Management Agency and “kill federal-backed flood insurance.”,"3, October 2024",Social Media,true
519,Loreben Tuquero,Kamala Harris campaign ad “features a mother expressing regret for not having an abortion.”,"3, October 2024",X posts,pants-fire
520,Grace Abels,“Breaking: Pete Buttigieg reveals that he is HIV-positive.”,"3, October 2024",X posts,pants-fire
521,Ciara O'Rourke,"Says Elon Musk said on X, “Go to my crypto project.”","3, October 2024",Viral image,false
522,Caleb McCullough,"Rep. Ruben Gallego is “controlled by the cartels. His own father was a Colombian drug trafficker, and so he’s got links to the cartel.”","3, October 2024",Kari Lake,pants-fire
523,Maria Ramirez,"Says immigrants with temporary protections in Springfield, Ohio, are “illegal immigrants.”","October • 3,",JD Vance,false
524,Sofia Ahmed,Video shows an Iranian missile attack.,"3, October 2024",X posts,pants-fire
525,Ciara O'Rourke,"Photo shows Gatlinburg, Tennessee, flooded on Sept. 30, 2024.","3, October 2024",Viral image,false
526,Ciara O'Rourke,Sean “Diddy” Combs wrote the book “The Adrenochrome Witch.”,"3, October 2024",Instagram posts,false
527,Madeline Heim,"Says opponent Sen. Tammy Baldwin “gave our taxpayer money to a transgender-affirming clinic … that does it without even telling parents.""","3, October 2024",Eric Hovde,false
528,Sofia Ahmed,Video shows “FBI finds human remains at a McDonald’s meat supplier.”,"2, October 2024",Instagram posts,pants-fire
529,Ciara O'Rourke,Video shows Sean “Diddy” Combs speaking “from prison.”,"2, October 2024",Viral image,false
530,Ciara O'Rourke,“Weatherman loses it live on air” during broadcast about Hurricane Helene.,"2, October 2024",Threads posts,false
531,Ciara O'Rourke,Image shows a photo of former President Donald Trump wading through floodwater after Hurricane Helene.,"2, October 2024",Viral image,false
532,Marta Campabadal,"Kamala Harris ""let in the 13,099 convicted murderers and opposes all efforts to find them and to remove them.""","October • 2,",Donald Trump,false
533,Ciara O'Rourke,“Georgia coach Kirby Smart's family ends relationship with Taylor Swift: ‘We do not support her endorsement.’”,"1, October 2024",Facebook posts,false
534,Ciara O'Rourke,“TD Jakes MYSTERIOUSLY VANISHES: The search for the renowned bishop begins!”,"1, October 2024",Viral image,false
535,Sofia Ahmed,A biolab caught fire in Georgia right before the 2024 election.,"1, October 2024",X posts,false
536,Amy Sherman,Vice President Kamala Harris “even wants to legalize fentanyl.”,"1, October 2024",Donald Trump,false
537,Paul Specht,"Laurie Buckhout is “trying to get to Congress to pass a national abortion ban, allowing politicians to ban abortions with no exceptions and prosecute women if they get an abortion, treating women right here like criminals.”","1, October 2024",House Majority PAC,barely-true
538,Kwasi Gyamfi,"“Less than three months ago, Kamala Harris and her administration blocked 300,000 unvetted Haitian migrants from being deported out of our country.""","September • 30,",Donald Trump Jr.,barely-true
539,Samantha Putterman,"Photo shows President Joe Biden lounging on the beach ""while towns all over America were being wiped out” by Hurricane Helene.","30, September 2024",X posts,false
540,Jeff Cercone,“Biden Announces: ‘2.4 billion more to Ukraine’ but ‘no more aid for Hurricane Helene.’”,"30, September 2024",Social Media,false
541,Grace Abels,"“Olympic boxer Imane Khelif fails gender test, stripped of all titles, lifetime ban and $25 million prize money revoked!”","30, September 2024",Facebook posts,false
542,Caleb McCullough,"Georgia Gov. Brian Kemp was calling President Joe Biden after Hurricane Helene but ""hasn't been able to get him.”","30, September 2024",Donald Trump,false
543,Ciara O'Rourke,“Video shows Kamala (Harris) responding to someone talking through her earrings that she allegedly wore during the Trump vs. Harris debate.”,"30, September 2024",Viral image,pants-fire
544,Caleb McCullough,U.S. Senate candidate Mike Rogers “believes he should make that decision” about whether to end pregnancies.,"30, September 2024",Elissa Slotkin,barely-true
545,Louis Jacobson,"U.S. Sen. Jon Tester “voted to give taxpayer-funded health care to illegal immigrants.""","30, September 2024",Tim Sheehy,false
546,Sofia Ahmed,“Kamala involved in P-Diddy’s rapes and assaults.”,"30, September 2024",Instagram posts,pants-fire
547,Jacob Gardenswartz,“Donald Trump said he was going to allow Medicare to negotiate drug prices. He never did. We did.”,"30, September 2024",Kamala Harris,true
548,Jeff Cercone,Video shows “the bunker-busting bombs that ended the lives of (Hassan) Nasrallah and Hezbollah’s leadership.”,"29, September 2024",X posts,false
549,Kwasi Gyamfi,Shows video of damage from Hurricane Helene.,"September • 28,",Facebook posts,false
550,Maria Briceño,"En el sur de Filadelfia, la campaña de Kamala Harris “está pagando a la gente $700 por semana para viajar y asistir a todos sus eventos”.","27, September 2024",TikTok posts,false
551,Loreben Tuquero,Hurricane Helene was the product of intentional weather modification.,"27, September 2024",Instagram posts,pants-fire
552,Grace Abels,Video shows footage of Hurricane Helene,"27, September 2024",Instagram posts,false
553,Samantha Putterman,Florida’s Amendment 3 is “the monopoly amendment.”,"27, September 2024",Vote No on 3,false
554,Maria Briceño,“El Proyecto 2025 quiere deshacerse de la NOAA” y del Servicio Nacional de Meteorología.,"27, September 2024",Jared Moskowitz,half-true
555,Sofia Ahmed,"Vice President Kamala Harris responded, “Next question please,” when asked about the economy during an Aug. 29 CNN interview.","27, September 2024",Social Media,pants-fire
556,Ciara O'Rourke,Melania Trump “was an escort.”,"27, September 2024",Threads posts,false
557,Ciara O'Rourke,“Serena Williams reportedly passes away following tragic car crash in Texas.”,"27, September 2024",Facebook posts,pants-fire
558,Ciara O'Rourke,“Elon Musk silences Taylor Swift: Shocking ban wipes out 1 million followers and costs her a staggering $72 million!”,"27, September 2024",Facebook posts,false
559,Amy Sherman,“Project 2025 wants to get rid of NOAA” and the National Weather Service.,"26, September 2024",Jared Moskowitz,half-true
560,Louis Jacobson,"“Even before the pandemic, (Donald Trump) lost manufacturing jobs, by most people’s estimates at least 200,000.”","26, September 2024",Kamala Harris,barely-true
561,Sofia Ahmed,The government is arming “illegal immigrants.”,"26, September 2024",Instagram posts,false
562,Ciara O'Rourke,"Haitians are responsible for the disappearance of 16 cats in Bangor, Maine.","26, September 2024",Instagram posts,pants-fire
563,Ciara O'Rourke,Photos show a toddler “saved” by Deputy Tyler Cooper.,"26, September 2024",Facebook posts,false
564,Ciara O'Rourke,"Says Donald Trump said, “Women are miserable — not sexy, not safe.”","26, September 2024",Threads posts,false
565,Ciara O'Rourke,“Taylor Swift faces a 10-game NFL ban following controversial political involvement.”,"26, September 2024",Facebook posts,false
566,Maria Ramirez,"“Communicable diseases like HIV and TB (tuberculosis) have skyrocketed” after Haitian migrants came to Springfield, Ohio.","September • 26,",JD Vance,barely-true
567,Caleb McCullough,"The Inflation Reduction Act, which Rep. Elissa Slotkin supported, “drove inflation higher.”","26, September 2024",Americans for Prosperity Action,false
568,Grace Abels,Image of people boarding up a window shows Michigan election officials are “preparing to steal this election”,"26, September 2024",X posts,false
569,Mia Osmonbekov,"“MAGA Republicans like Kari Lake support Project 2025, which would raise the retirement age for 73% of Arizonans.”","26, September 2024",Ruben Gallego,barely-true
570,Seth A.,"Nevada Sen. Jacky Rosen said the Biden administration did a ""tremendous job"" on the U.S. military’s Afghanistan withdrawal.","September • 26,",Sam Brown,barely-true
571,Maria Briceño,"In South Philadelphia, people are “getting paid $700 a week to go to wherever Kamala’s campaign tells them to go to.”","26, September 2024",TikTok posts,false
572,Maria Briceño,"Bill Gates dijo que ""estamos tomando cosas que son ya sabes organismos genéticamente modificados y los estamos inyectando en los brazos de niños pequeños"" en el contexto de las vacunas.","26, September 2024",Facebook posts,false
573,Ciara O'Rourke,"Photo shows missing couple Raymond Peterson and his wife, Sophie.","26, September 2024",Facebook posts,false
574,Ciara O'Rourke,“Oprah is a sex trafficker. She’s been caught and now has to be escorted around” by U.S. marshals,"25, September 2024",Threads posts,false
575,Ciara O'Rourke,Says John Fetterman said he’s “voting for Trump.”,"25, September 2024",Threads posts,false
576,Ciara O'Rourke,"“Taylor Swift’s concert attendance drops after Harris endorsement: ‘No Fans, just empty seats and echoes.’”","25, September 2024",Facebook posts,false
577,Louis Jacobson,Jon Tester “supported slashing Social Security benefits”,"25, September 2024",Tim Sheehy,false
578,Jeff Cercone,"Florida ""put Tom Walz instead of Tim Walz"" on its ballots.","25, September 2024",Threads posts,half-true
579,Louis Jacobson,"“Donald Trump added more to the national debt than any other president, ever.”","25, September 2024",Tim Walz,half-true
580,Louis Jacobson,"“Two years ago, Bob Casey promised us his vote will reduce inflation. ... Casey’s vote for reckless spending” made inflation worse.","25, September 2024",Senate Leadership Fund,barely-true
581,Ciara O'Rourke,Video shows Vice President Kamala Harris “hammered.”,"24, September 2024",Viral image,pants-fire
582,Sofia Ahmed,Travis Kelce endorsed Kamala Harris.,"24, September 2024",Threads posts,false
583,Marta Campabadal,"""Profesores de la Universidad de Howard confirman: 'Kamala fue la peor estudiante de la historia'"".","September • 24,",Facebook posts,pants-fire
584,Ciara O'Rourke,Video shows Vice President Kamala Harris using a teleprompter.,"24, September 2024",X posts,false
585,Seth A.,“Sam Brown publicly supported forcing massive cuts to Social Security and Medicare and was caught on tape saying he admires the plan to phase out Social Security and Medicare in five years.”,"September • 24,",Jacky Rosen,barely-true
586,Kwasi Gyamfi,"Tim Walz said ""we can't afford four more years"" of Kamala Harris.","September • 24,",Instagram posts,false
587,Louis Jacobson,“The last union member on a national ticket (was) Ronald Reagan.”,"24, September 2024",Tim Walz,false
588,Ciara O'Rourke,Photo shows a toilet after “some Hezbollah operative blew up.”,"24, September 2024",X posts,false
589,Jeff Cercone,“The Montana Secretary of State left Kamala Harris off the ballot.”,"24, September 2024",Social Media,half-true
590,Ciara O'Rourke,“A staffer reveals that Kamala Harris doesn’t actually own a gun.”,"23, September 2024",Instagram posts,pants-fire
591,Amy Sherman,"When Haitians go to school in Springfield, Ohio, they “take the place of our children in school” and “each one will have a private interpreter.""","23, September 2024",Donald Trump,false
592,Madison Czopek,"In Springfield, Ohio, “murders are up by 81%.”","23, September 2024",JD Vance,barely-true
593,Ricardo Torres,"“400,000 workers are now in a union that were not in a union when (Biden) became president.”","23, September 2024",Julie Su,mostly-true
594,Samantha Putterman,"“Unlike other amendments, Amendment 4 has no definitions. … Without definitions these words can mean almost anything.”","23, September 2024",Vote No on 4,barely-true
595,Samantha Putterman,Sen. JD Vance admitted he has a ‘rent-a-dog’ from the Trump campaign to make him “seem like a dog person.”,"22, September 2024",Social Media,false
596,Samantha Putterman,First lady Jill Biden led a Cabinet meeting for President Joe Biden and her signature appears on presidential stationery.,"21, September 2024",X posts,false
597,Kwasi Gyamfi,Video claims to show Donald Trump in an interview with Diddy,"September • 20,",TikTok posts,pants-fire
598,Sofia Ahmed,“iPhones exploding in Lebanon blowing up random people.”,"20, September 2024",X posts,false
599,Jeff Cercone,“Attorney General Merrick Garland just vetoed charging Ryan Routh with attempted assassination” of Donald Trump.,"20, September 2024",TikTok posts,false
600,Maria Briceño,"""Taylor Swift unexpectedly lost a $125 million brand contract after a massive advertising campaign” endorsing Vice President Kamala Harris.","20, September 2024",Facebook posts,false
601,Marta Campabadal,“Portugal lanza monedas de 7 euros para honrar al legendario futbolista Cristiano Ronaldo”.,"September • 20,",Facebook posts,false
602,Louis Jacobson,Former President Donald Trump “started out with $400 million on a silver platter and then filed for bankruptcy six times.”,"20, September 2024",Kamala Harris,half-true
603,Grace Abels,"Ryan Routh's Instagram bio says he is a ""proud LGBTQ+ member""","20, September 2024",X posts,false
604,Ciara O'Rourke,“Chiefs' Coach Andy Reid criticizes Taylor Swift: ‘You’re not a good role model.’”,"20, September 2024",Facebook posts,false
605,Ciara O'Rourke,"“Kansas City Chiefs CEO bans Taylor Swift from attending games, calling her the team’s ‘biggest distraction.’”","20, September 2024",Facebook posts,false
606,Julie Appleby,"Former President Donald Trump could have destroyed the Affordable Care Act, but “he chose to build upon (it).""","20, September 2024",JD Vance,false
607,Louis Jacobson,“Tim Sheehy told us his health care plan: ‘We need to return health care to pure privatization.’ That would eliminate Medicare.”,"20, September 2024",Jon Tester,barely-true
608,Ciara O'Rourke,Says Colin Kaepernick said he “will go to Russia if not properly respected in the United States.”,"20, September 2024",Facebook posts,false
609,Ciara O'Rourke,Image shows “P Diddy with Kamala Harris.”,"20, September 2024",Viral image,false
610,Madeline Heim,"“If you make less than $100,000, Trump is about to raise your taxes. Currently, you’re taxed at 10% and then 12%. He would raise that to a flat rate of 15%.”","20, September 2024",Wisco Project,false
611,Kwasi Gyamfi,Vice President Kamala Harris’ college professors disparaged her as their “worst student.”,"September • 19,",Facebook posts,pants-fire
612,Sara Swann,Photo shows Kamala Harris posing beside Sean “Diddy” Combs.,"19, September 2024",Facebook posts,false
613,Sofia Ahmed,“BREAKING: Police found ‘explosives’ in car near former President Donald Trump’s rally site on Long Island.”,"19, September 2024",Instagram posts,false
614,Caleb McCullough,"Charleroi, Pennsylvania, “has grown by 2,000% due to an influx in migrants.”","19, September 2024",Dave McCormick,false
615,Maria Briceño,"""El gran respaldo de Taylor Swift"" a Kamala Harris ""le cuesta $125 millones en acuerdos de marca"".","19, September 2024",Facebook posts,false
616,Ciara O'Rourke,Taylor Swift “lost 17 million followers by endorsing Kamala.”,"19, September 2024",Threads posts,false
617,Mia Osmonbekov,Rep. Ruben Gallego’s “first act in Congress was to propose legislation to BAN the use of the term ‘illegal alien.’”,"19, September 2024",Kari Lake,false
618,Caleb McCullough,"Of Bernie Moreno, “Now, he’s arguing for a national abortion ban, no exceptions.”","19, September 2024",Sherrod Brown,half-true
619,Ciara O'Rourke,“Country Music Television (CMT) has announced a permanent boycott of Taylor Swift.”,"18, September 2024",Facebook posts,false
620,Ciara O'Rourke,“Disney World officially moving to Nashville.”,"18, September 2024",Viral image,false
621,Seth A.,"“Illegal” Haitians in Springfield, Ohio, are “reportedly killing and eating pets.”","September • 18,",Bernie Moreno,pants-fire
622,Sofia Ahmed,"Karine Jean-Pierre, President Joe Biden’s press secretary, ended a press conference when a reporter asked about Donald Trump’s assassination attempt.","18, September 2024",Instagram posts,false
623,Andy Nguyen,An image shows Taylor Swift responding to Elon Musk's X post about giving her a child by saying she's happy to take his daughter Vivian and ‘give her all the love and respect she deserves.’,"18, September 2024",Threads posts,false
624,Sara Swann,"“In 12 states, children born alive after a failed abortion have no legal protection, and in three more states children born alive after an abortion had legal rights that governors — like Tim Walz — repealed.”","18, September 2024",Tony Perkins,false
